
Dataset loaded:
Shape of training set (example, time, channels): (20812, 500, 61)
Shape of test set (example, time, channels): (3989, 500, 61)
Shape of train validation set (example, time, channels): (2313, 500, 61)
Shape of test validation set (example, time, channels): (1710, 500, 61)
Num of classes in all: 25

Adding feature wise convolutions with 32 filters per feature, 3 kernels and 1 strides ...
Adding feature wise convolutions with 1 filters per feature, 3 kernels and 1 strides ...
Adding feature based graph attention layer ...
Adding time based graph attention layer ...
Adding GRU layer with 256 units ...
Adding GRU layer with 61 units ...
Adding dense layer to forecasting model with 512 units and ReLu activation ...
Adding dense layer to forecasting model with 256 units and ReLu activation ...
Adding last dense layer to forecasting model with 61 units and sigmoid activation ...
Adding VAE as reconstruction model with dimensions 3072 & 1536 and ...
The RBM reconstructs the output of the gru layer.

Grid search running in AD and FPD selection mode.
The following hyperparameters will not be evaluated:
si_mode
si_parameter

Testing 153 combinations via grid search 
for model selected_2_mod_11_02-14-15-32-11 on the validation dataset. 


Best combinations tested:
      gamma  single_timestamp_a.. affected_timestamp..  unaffected_compone..                         relevance_mapping     AD F1     AD F2    AD TPR   AD Prec    AD ACC    AD TNR    AD FPR  SI/ST AVG-HR@100%  SI/ST AVG-HR@150%  SI/ST AVG-HR@K  SI/ST F1  SI/ST TPR  SI/ST ACC
Comb                                                                                                                                                                                                                                                                              
82     0.35                  0.28                  230                 0.500  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.698262  0.687189  0.680000  0.717532  0.888304  0.937184  0.062816           0.302855           0.358625        0.163077  0.030769   0.030769   0.861538
91     0.35                  0.28                  230                 0.525  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.697600  0.681250  0.670769  0.726667  0.889474  0.940794  0.059206           0.302855           0.358625        0.163077  0.030769   0.030769   0.861538
73     0.35                  0.28                  230                 0.475  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.688272  0.686999  0.686154  0.690402  0.881871  0.927798  0.072202           0.302855           0.358625        0.166154  0.030769   0.030769   0.850888
64     0.35                  0.28                  230                 0.450  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.681957  0.684469  0.686154  0.677812  0.878363  0.923466  0.076534           0.302855           0.358625        0.166154  0.030769   0.030769   0.850888
3      0.35                  0.28                  230                 0.050  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.3}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.169231  0.046154   0.046154   0.853254
12     0.35                  0.28                  230                 0.100  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.3}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.169231  0.046154   0.046154   0.853254
21     0.35                  0.28                  230                 0.150  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.3}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.169231  0.046154   0.046154   0.853254
30     0.35                  0.28                  230                 0.200  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.3}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.169231  0.046154   0.046154   0.853254
39     0.35                  0.28                  230                 0.250  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.3}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.169231  0.046154   0.046154   0.853254
48     0.35                  0.28                  230                 0.300  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.3}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.169231  0.046154   0.046154   0.853254
6      0.35                  0.28                  230                 0.050  {'h': 0.5, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.040000   0.040000   0.852308
15     0.35                  0.28                  230                 0.100  {'h': 0.5, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.040000   0.040000   0.852308
24     0.35                  0.28                  230                 0.150  {'h': 0.5, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.040000   0.040000   0.852308
33     0.35                  0.28                  230                 0.200  {'h': 0.5, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.040000   0.040000   0.852308
42     0.35                  0.28                  230                 0.250  {'h': 0.5, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.040000   0.040000   0.852308
51     0.35                  0.28                  230                 0.300  {'h': 0.5, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.040000   0.040000   0.852308
0      0.35                  0.28                  230                 0.050  {'h': 1.0, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.036923   0.036923   0.851834
2      0.35                  0.28                  230                 0.050  {'h': 1.0, 'm': 0.5, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.141538  0.036923   0.036923   0.851834
4      0.35                  0.28                  230                 0.050  {'h': 1.0, 'm': 0.5, 'l': 0.5, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
5      0.35                  0.28                  230                 0.050  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
7      0.35                  0.28                  230                 0.050  {'h': 0.3, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.147692  0.036923   0.036923   0.851834
9      0.35                  0.28                  230                 0.100  {'h': 1.0, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.036923   0.036923   0.851834
11     0.35                  0.28                  230                 0.100  {'h': 1.0, 'm': 0.5, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.141538  0.036923   0.036923   0.851834
13     0.35                  0.28                  230                 0.100  {'h': 1.0, 'm': 0.5, 'l': 0.5, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
14     0.35                  0.28                  230                 0.100  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
16     0.35                  0.28                  230                 0.100  {'h': 0.3, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.147692  0.036923   0.036923   0.851834
18     0.35                  0.28                  230                 0.150  {'h': 1.0, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.036923   0.036923   0.851834
20     0.35                  0.28                  230                 0.150  {'h': 1.0, 'm': 0.5, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.141538  0.036923   0.036923   0.851834
22     0.35                  0.28                  230                 0.150  {'h': 1.0, 'm': 0.5, 'l': 0.5, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
23     0.35                  0.28                  230                 0.150  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
25     0.35                  0.28                  230                 0.150  {'h': 0.3, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.147692  0.036923   0.036923   0.851834
27     0.35                  0.28                  230                 0.200  {'h': 1.0, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.036923   0.036923   0.851834
29     0.35                  0.28                  230                 0.200  {'h': 1.0, 'm': 0.5, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.141538  0.036923   0.036923   0.851834
31     0.35                  0.28                  230                 0.200  {'h': 1.0, 'm': 0.5, 'l': 0.5, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
32     0.35                  0.28                  230                 0.200  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
34     0.35                  0.28                  230                 0.200  {'h': 0.3, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.147692  0.036923   0.036923   0.851834
36     0.35                  0.28                  230                 0.250  {'h': 1.0, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.036923   0.036923   0.851834
38     0.35                  0.28                  230                 0.250  {'h': 1.0, 'm': 0.5, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.141538  0.036923   0.036923   0.851834
40     0.35                  0.28                  230                 0.250  {'h': 1.0, 'm': 0.5, 'l': 0.5, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
41     0.35                  0.28                  230                 0.250  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
43     0.35                  0.28                  230                 0.250  {'h': 0.3, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.147692  0.036923   0.036923   0.851834
45     0.35                  0.28                  230                 0.300  {'h': 1.0, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.036923   0.036923   0.851834
47     0.35                  0.28                  230                 0.300  {'h': 1.0, 'm': 0.5, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.141538  0.036923   0.036923   0.851834
49     0.35                  0.28                  230                 0.300  {'h': 1.0, 'm': 0.5, 'l': 0.5, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
50     0.35                  0.28                  230                 0.300  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
52     0.35                  0.28                  230                 0.300  {'h': 0.3, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.147692  0.036923   0.036923   0.851834
54     0.35                  0.28                  230                 0.400  {'h': 1.0, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.144615  0.036923   0.036923   0.851834
56     0.35                  0.28                  230                 0.400  {'h': 1.0, 'm': 0.5, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.141538  0.036923   0.036923   0.851834
58     0.35                  0.28                  230                 0.400  {'h': 1.0, 'm': 0.5, 'l': 0.5, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
59     0.35                  0.28                  230                 0.400  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.138462  0.036923   0.036923   0.851834
1      0.35                  0.28                  230                 0.050  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.166154  0.030769   0.030769   0.850888
10     0.35                  0.28                  230                 0.100  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.166154  0.030769   0.030769   0.850888
19     0.35                  0.28                  230                 0.150  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.166154  0.030769   0.030769   0.850888
28     0.35                  0.28                  230                 0.200  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.166154  0.030769   0.030769   0.850888
37     0.35                  0.28                  230                 0.250  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.166154  0.030769   0.030769   0.850888
46     0.35                  0.28                  230                 0.300  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.166154  0.030769   0.030769   0.850888
55     0.35                  0.28                  230                 0.400  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.680916  0.684049  0.686154  0.675758  0.877778  0.922744  0.077256           0.302855           0.358625        0.166154  0.030769   0.030769   0.850888
100    0.35                  0.28                  230                 0.550  {'h': 1.0, 'm': 0.0, 'l': 0.0, 'e': 0.0}  0.679803  0.653409  0.636923  0.728873  0.885965  0.944404  0.055596           0.302855           0.358625        0.160000  0.027692   0.027692   0.861099
60     0.35                  0.28                  230                 0.400  {'h': 0.5, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.676876  0.678747  0.680000  0.673780  0.876608  0.922744  0.077256           0.302855           0.358625        0.141538  0.036923   0.036923   0.862418
61     0.35                  0.28                  230                 0.400  {'h': 0.3, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.672811  0.673432  0.673846  0.671779  0.875439  0.922744  0.077256           0.302855           0.358625        0.144615  0.036923   0.036923   0.862418
65     0.35                  0.28                  230                 0.450  {'h': 1.0, 'm': 0.5, 'l': 0.0, 'e': 0.0}  0.664587  0.659035  0.655385  0.674051  0.874269  0.925632  0.074368           0.302855           0.358625        0.141538  0.036923   0.036923   0.862418
68     0.35                  0.28                  230                 0.450  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.0}  0.664587  0.659035  0.655385  0.674051  0.874269  0.925632  0.074368           0.302855           0.358625        0.138462  0.036923   0.036923   0.862418
74     0.35                  0.28                  230                 0.475  {'h': 1.0, 'm': 0.5, 'l': 0.0, 'e': 0.0}  0.660348  0.649876  0.643077  0.678571  0.874269  0.928520  0.071480           0.302855           0.358625        0.135385  0.030769   0.030769   0.861538
67     0.35                  0.28                  230                 0.450  {'h': 1.0, 'm': 0.5, 'l': 0.5, 'e': 0.0}  0.658307  0.650961  0.646154  0.670927  0.872515  0.925632  0.074368           0.302855           0.358625        0.135385  0.033846   0.033846   0.861978
63     0.35                  0.28                  230                 0.450  {'h': 1.0, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.656250  0.650155  0.646154  0.666667  0.871345  0.924188  0.075812           0.302855           0.358625        0.141538  0.033846   0.033846   0.861978
72     0.35                  0.28                  230                 0.475  {'h': 1.0, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.656201  0.648263  0.643077  0.669872  0.871930  0.925632  0.074368           0.302855           0.358625        0.141538  0.033846   0.033846   0.861978
77     0.35                  0.28                  230                 0.475  {'h': 1.0, 'm': 0.5, 'l': 0.3, 'e': 0.0}  0.654952  0.640225  0.630769  0.681063  0.873684  0.930686  0.069314           0.302855           0.358625        0.132308  0.030769   0.030769   0.861538
69     0.35                  0.28                  230                 0.450  {'h': 0.5, 'm': 1.0, 'l': 0.0, 'e': 0.0}  0.654147  0.647460  0.643077  0.665605  0.870760  0.924188  0.075812           0.302855           0.358625        0.141538  0.036923   0.036923   0.862418
